popularity,release_date,rus,vote_average
11.856,2006-03-10,Неудачный запуск,5.8
11.239,2012-07-25,360,5.8
16.423,1983-07-11,Оставаться в живых,5.8
22.524,2022-02-11,Высокая девушка 2,5.8
56.274,2020-07-02,Ава,5.8
12.934,2017-02-01,Специальное подразделение РАЙД,5.8
5.563,2000-03-03,C'era un cinese in coma,5.8
10.985,1998-11-13,Я буду дома на Рождество.,5.8
22.456,1995-06-30,Судья Дредд,5.8
9.685,2002-09-06,Город у моря,5.8
11.044,1996-12-25,Майкл,5.8
9.25,2020-07-26,Американский маринованный огурец,5.8
41.507,2014-07-23,Геркулес,5.8
8.659,2000-03-31,Черепа,5.8
16.887,1989-10-05,Каратель,5.8
13.895,2021-04-29,Услышанное и увиденное,5.8
11.612,2017-08-25,Рождение Дракона,5.8
11.752,2011-02-10,Резидент,5.8
20.005,1982-09-24,Амитивиль II: Одержимость,5.8
32.035,2009-02-11,"Пятница, 13-е",5.8
12.048,2018-05-25,Ибица,5.7
10.533,2011-09-01,247°F,5.7
24.259,2006-01-26,Дом Большой Мамочки 2,5.7
15.577,2020-10-29,Линия Горизонта,5.7
6.319,2017-03-09,Всё дело в карме.,5.7
7.179,2015-10-22,Люблю только тебя,5.7
36.318,2012-06-14,Это мой мальчик,5.7
25.34,2011-05-05,Священник,5.7
7.264,2011-10-14,Несколько шаферов,5.7
10.816,1992-08-07,3 ниндзя,5.7
13.853,2007-03-29,Черная овца,5.7
16.016,2020-07-01,Бдение,5.7
9.205,2016-10-07,Война против всех,5.7
5.402,2015-06-26,Связанный местью,5.7
16.99,2009-02-06,Розовая пантера 2,5.7
13.758,2007-08-03,Братц,5.7
5.818,2013-01-03,Мы в США.,5.7
13.581,2009-04-24,Одержимый,5.7
10.037,1999-10-22,Три для танго,5.7
13.359,1996-07-19,Множественность,5.7
19.986,2017-02-28,Последствия,5.7
6.291,2015-06-30,Лето на Статен-Айленде,5.7
8.888,2012-03-08,Очищение кожи,5.7
9.263,1994-03-30,Главная лига II,5.7
36.206,1997-03-27,Турбо: Фильм о Могучих рейнджерах,5.7
13.956,2016-08-03,Девять жизней,5.7
27.929,1990-11-16,Рокки V,5.7
13.974,2019-02-14,"О, Рамона!",5.7
6.757,1986-09-25,Школа воров,5.7
16.227,1997-09-05,Огонь внизу,5.7
12.518,2006-02-03,Когда звонит незнакомец,5.7
17.652,2005-04-14,Мисс Конгениальность 2: Вооружена и великолепна,5.7
19.32,1989-06-09,Звездный путь V: Последний рубеж,5.7
19.026,2014-01-17,«Сумасшедшая работа»,5.7
13.696,2013-09-14,Преступная жизнь,5.7
18.124,2011-03-30,Прыгать,5.7
11.39,2013-07-24,Список дел,5.7
5.315,2007-12-14,Красивая жена,5.7
19.354,2010-10-20,Паранормальное явление 2,5.7
10.573,1984-08-31,C.H.U.D.,5.7
25.023,2005-03-17,Кольцо 2,5.7
13.725,2007-04-04,Мы уже закончили?,5.7
15.875,2002-02-06,Сопутствующий ущерб,5.7
19.026,2003-07-21,Лара Крофт: Расхитительница гробниц — Колыбель жизни,5.7
11.663,2020-07-16,Роковое дело,5.7
13.381,2017-06-08,Молитва охотника,5.7
11.982,1987-06-11,Жажда смерти 4: Жесткие меры,5.7
6.176,2013-09-27,"Мы такие, какие мы есть",5.7
22.487,2002-07-19,Стюарт Литтл 2,5.7
17.363,2020-08-27,Владельцы,5.7
9.24,2016-04-22,Специальные корреспонденты,5.7
6.96,2015-09-17,Пленник,5.7
36.943,2014-10-02,Аннабель,5.7
8.426,2008-11-13,Смертельный выстрел,5.7
14.05,2003-11-26,Хронология,5.7
13.74,2007-02-14,88 минут,5.7
12.46,2015-07-20,Рождественская история ужасов,5.7
7.975,2015-10-16,Истории о Хэллоуине,5.7
11.277,2015-02-16,Стрелок,5.7
10.668,2006-02-21,Принц и я 2: Королевская свадьба,5.7
10.079,2005-04-20,Империя волков,5.7
18.609,1995-05-26,Джонни Мнемоник,5.7
13.066,2014-04-04,Похищение инопланетянами,5.7
4.538,2012-04-10,План стола,5.7
20.67,2009-04-28,Блондинки в законе,5.7
12.897,2011-10-14,Техасские поля смерти,5.7
19.892,2008-07-24,«Секретные материалы: Я хочу верить»,5.7
16.009,1973-06-15,Битва за планету обезьян,5.7
5.102,2018-01-18,Овощ,5.7
14.035,2018-08-22,Убийства в Хэппитайме,5.7
8.367,2005-03-18,Руководство по любви,5.7
29.009,2003-03-28,Ядро,5.7
10.605,2016-09-30,Полуночный человек,5.7
10.674,2018-08-30,Маленький незнакомец,5.7
18.368,2017-08-11,Обнаженный,5.7
16.379,2017-06-30,Маленькие часы,5.7
20.75,2019-04-04,Кладбище домашних животных,5.7
13.608,2010-11-06,Не бойтесь темноты,5.7
15.18,2003-01-08,Молодожены,5.7
11.334,2006-09-25,Лес,5.7
16.201,1994-08-19,Цвет ночи,5.7
24.873,2020-08-25,Глубокое синее море 3,5.7
38.972,2014-08-25,Остальные,5.7
12.393,2016-09-29,Гениальные умы,5.7
18.221,2009-11-26,Артур и месть Мальтазарда,5.7
11.799,2009-04-02,Кровь: Последний вампир,5.7
44.654,2011-10-17,Поворот не туда 4: Кровавое начало,5.7
8.533,2000-11-15,Подпрыгивать,5.7
8.844,2014-06-28,Молодые,5.7
6.059,2009-06-10,Французские целовальщики,5.7
18.457,2007-05-18,Добыча,5.7
14.903,1999-08-05,Универсальный солдат: Возвращение,5.7
29.06,2019-02-07,Холодная погоня,5.7
9.065,2014-09-10,Кат Банк,5.7
46.189,2022-03-18,Глубокая вода,5.7
4.661,1999-12-17,Il pesce innamorato,5.7
12.777,2018-01-12,Акты насилия,5.7
11.589,2015-06-04,Мадам Бовари,5.7
8.965,2015-06-04,Давление,5.7
7.049,1982-09-08,В,5.7
14.376,2005-02-25,Глава семьи,5.7
14.025,2016-09-02,Белая девушка,5.7
10.1,2010-12-03,За пределами Чёрной Радуги,5.7
41.078,2011-03-08,Битва: Лос-Анджелес,5.7
8.637,1989-02-03,Кто такой Гарри Крамб?,5.7
11.587,2016-04-27,План Мэгги,5.7
7.159,2018-07-18,Черный прилив,5.7
10.189,2012-09-11,Суини,5.7
25.581,2011-08-11,30 минут или меньше,5.7
14.605,1988-12-09,Моя мачеха — инопланетянка.,5.7
19.349,2002-07-17,Восьминогие уроды,5.7
30.903,2001-07-25,Планета обезьян,5.7
7.062,2017-12-14,Poveri ma ricchissimi,5.7
12.978,2017-07-21,Первое убийство,5.7
6.963,2014-10-10,Канал,5.7
10.144,2011-09-10,Хик,5.7
7.223,1985-11-15,Укушенный однажды,5.7
8.266,2000-08-25,Искусство войны,5.7
12.83,2011-06-16,Карантин 2: Терминал,5.7
15.299,2004-03-12,Три шага над небесами,5.7
10.681,2002-04-24,Жизнь или что-то подобное,5.7
32.301,2016-07-11,Сосисовая вечеринка,5.7
10.961,2013-08-26,Глава Банши,5.7
22.05,2013-08-14,Паранойя,5.7
17.507,2019-12-27,Первобытный,5.7
9.079,1995-07-12,Девять месяцев,5.7
8.443,2005-09-08,Тот человек,5.7
6.769,2018-11-09,Твой Сын,5.7
24.052,2006-06-28,Супермен возвращается,5.7
14.289,2012-05-25,Космополис,5.7
9.4,2013-10-25,Охотники,5.7
20.487,2012-12-27,Побег с планеты Земля,5.7
7.433,2008-04-23,Ca$h,5.7
25.523,2004-05-16,9 песен,5.7
47.123,1994-07-09,Dragon Ball Z: Био-Броли,5.7
11.166,1994-03-04,Погоня,5.7
18.669,1990-10-24,Бесконечная история 2: Следующая глава,5.7
11.133,2017-09-12,Виктор Кроули,5.7
23.413,2009-09-03,Геймер,5.7
26.669,2016-08-17,Бен-Гур,5.7
19.354,1984-03-09,Дети кукурузы,5.7
24.354,2006-07-28,Муравьиный задира,5.7
5.071,2018-03-01,Моя большая гей-свадьба в Италии,5.7
54.998,2015-10-01,Я плюю на твою могилу III: Месть моя,5.7
8.745,2009-01-01,Оттепель,5.7
8.151,1998-03-06,Тишина,5.7
12.472,2006-04-05,Договор,5.7
12.264,2004-01-23,Выиграйте свидание с Тэдом Гамильтоном!,5.7
48.147,2015-07-16,Пиксели,5.7
10.026,2009-02-06,Бывший,5.7
10.308,2005-12-23,Звонарь,5.7
9.989,2012-05-25,Пакт,5.7
6.808,2006-02-01,Сатана,5.7
17.383,2003-01-29,Такси 3,5.7
9.332,2011-01-05,Второй шанс,5.7
8.333,1980-08-08,Ксанаду,5.7
12.118,2007-07-04,Лицензия на брак,5.7
6.782,2017-03-11,Выиграй всё,5.7
17.119,2016-02-12,Последний король,5.7
8.778,2014-04-17,Давайте помолимся,5.7
12.901,2009-09-23,Слава,5.7
11.612,2008-02-29,Минитмены,5.7
34.636,2020-08-07,Сборщик налогов,5.7
8.254,2014-04-20,Бульвар,5.7
14.228,2013-08-28,Плохой Майло!,5.7
17.548,1995-12-09,Четыре комнаты,5.7
20.95,2019-08-15,47 метров вниз: Без клетки,5.7
10.646,2018-05-10,Бред,5.7
13.704,1980-07-18,Выпускной вечер,5.7
18.438,2008-02-07,Золото дураков,5.7
13.102,2007-02-02,Посланники,5.7
18.584,2017-06-15,Тяжелая ночь,5.7
7.777,2015-01-22,Вы когда-нибудь были на Луне?,5.7
10.522,1999-01-23,Рингу 2,5.7
12.086,2004-04-07,Все десять ярдов,5.7
11.685,2015-07-22,Синхронность,5.7
9.714,2017-03-17,Головорез: Последний из силовиков,5.7
10.113,2004-04-04,Законы притяжения,5.7
09.08,2001-08-24,Мальчик-пузырь,5.7
12.737,2006-11-17,Пойдём в тюрьму,5.7
10.633,2017-06-30,Невообразимо,5.7
10.131,2012-09-13,Залив,5.7
11.226,2010-05-15,Риф,5.7
8.801,2001-02-02,Без ума,5.7
13.783,2001-07-17,Возлюбленные Америки,5.7
13.509,2007-10-05,Разбитое сердце,5.7
21.944,2013-10-17,Тарзан,5.7
43.042,2012-03-28,Гнев титанов,5.7
11.848,2009-02-05,Вне всякого разумного сомнения,5.7
10.135,2009-12-04,Бронированный,5.7
15.118,2018-02-28,Ограбление во время урагана,5.7
39.293,2019-04-17,Проклятие Ла Льороны,5.7
36.235,2011-12-14,Элвин и бурундуки: Крушение корабля,5.7
9.746,2016-10-21,Бу! Хэллоуин в стиле Мадеи,5.7
22.852,2014-11-13,Клоун,5.7
15.245,2002-09-27,Смокинг,5.7
11.832,2003-09-05,Орден,5.7
10.091,2018-08-02,Свадьба за границей,5.7
17.159,2012-03-10,Железное Небо,5.7
17.218,2004-06-10,Степфордские жёны,5.7
13.394,2017-09-28,Коматозники,5.7
9.557,2015-09-11,Идеальный парень,5.7
8.107,2012-10-20,Фабрика,5.7
12.312,2009-05-09,Ограбление Девы,5.7
16.298,1998-06-26,Доктор Дулиттл,5.7
10.098,2017-06-08,Моя кузина Рейчел,5.7
9.724,2015-01-20,Институт Аттика,5.7
4.897,2014-12-11,"Рикко, поверо и великий",5.7
22.345,1987-08-07,Властелины Вселенной,5.7
11.099,2000-11-10,Красная планета,5.7
12.383,1974-10-18,Аэропорт 1975 года,5.7
12.066,2018-08-22,Мара,5.7
15.85,2016-05-27,Перезапуск,5.7
8.816,2013-06-14,Топор III,5.7
5.789,1996-12-20,Фантоцци Возвращение,5.7
8.156,2011-10-24,Ра.Один,5.7
6.615,1997-01-16,Метро,5.7
6.412,2010-01-05,"Я, они и Лара",5.7
21.309,2016-10-14,Макс Стил,5.7
13.524,2015-05-08,Горячая погоня,5.7
9.085,2020-05-05,Арканзас,5.7
11.227,2017-10-20,Бу 2! Хэллоуин с Мадеей,5.7
13.256,2002-10-11,Тьма,5.7
10.184,2016-02-02,Штат Голубых Гор: Восхождение Тэдланда,5.7
7.099,2008-08-01,Колеблющийся голос,5.7
13.299,1998-09-25,Городская легенда,5.7
5.575,2001-12-12,Три короля,5.7
17.345,2017-08-03,Тёмная башня,5.7
11.57,2012-08-31,Кокни против зомби,5.7
8.33,2012-06-07,Фантастический страх перед всем на свете,5.7
14.656,2010-07-30,Ужин для придурков,5.7
21.358,2007-04-05,Жатва,5.7
5.151,2017-11-09,"Прощайте, чертовы монстры с Венеры!",5.7
13.355,2012-09-05,Приманка,5.7
50.201,2012-06-20,Авраам Линкольн: Охотник на вампиров,5.7
14.591,2018-05-18,Черная вода,5.7
17.522,2015-10-15,Импульс,5.7
11.474,2012-08-22,ДТП с последующим скрытием с места происшествия,5.7
9.102,1998-12-03,Легионер,5.7
9.022,2017-11-01,Основано на реальных событиях,5.7
9.383,2015-07-31,Свадьба Дженни,5.7
15.89,2017-08-21,Отступники,5.7
9.354,2012-03-28,2 дня в Нью-Йорке,5.7
11.388,2021-08-04,OSS 117: Из Африки с любовью,5.7
23.864,2005-06-22,Херби полностью заряжен,5.7
13.741,1998-07-24,Тревожное поведение,5.7
20.924,1986-08-22,Техасская резня бензопилой 2,5.7
13.505,2003-08-15,Лихорадка затворничества,5.7
10.108,2017-12-22,Палач,5.7
12.371,2004-09-21,Пережить Рождество,5.7
8.013,1999-03-11,Ярость: Кэрри 2,5.7
13.423,2004-10-10,Куб Ноль,5.7
17.976,2009-06-12,Холмы окрашены в красный цвет,5.7
6.317,2016-06-01,Назад к маме,5.7
6.916,2013-07-19,Доказательство,5.7
10.041,2014-05-23,Самый злой человек в Бруклине,5.7
11.362,2012-08-31,Огонь с огнём,5.7
13.548,1992-02-07,Итоговый анализ,5.7
27.354,2008-06-05,С Зоханом лучше не связываться,5.7
8.664,2014-04-19,Задавайте мне любые вопросы.,5.7
8.596,2011-12-10,Любовь длится три года,5.7
12.56,1987-07-10,Месть ботаников II: Ботаники в раю,5.7
9.566,2008-07-13,Представьте себе,5.7
8.668,1997-08-01,Идеальная картинка,5.7
16.615,2004-03-13,Бессмертный,5.7
15.906,2007-01-11,Первопроходец,5.7
9.11,2016-11-04,Лаванда,5.7
19.014,2011-11-01,Haywire,5.7
25.956,2012-03-15,Красный рассвет,5.7
8.806,1999-08-16,Микки Голубые Глаза,5.7
10.302,2016-02-18,Популярный,5.7
16.31,1992-09-11,Восставший из ада III: Ад на Земле,5.7
11.688,1988-09-08,Земные девушки — простые.,5.7
9.679,2021-06-23,Хорошо выглядит на бумаге,5.7
16.121,1991-05-23,Хадсон Хок,5.7
7.222,2012-09-07,"Девушка, скорее всего",5.7
9.397,1995-08-04,Есть о чём поговорить,5.7
17.685,2008-08-22,Домашний кролик,5.7
5.087,2016-10-13,Что-то новое,5.7
11.748,1983-06-24,«Порки II: На следующий день»,5.7
15.271,2008-09-19,Девушка моего лучшего друга,5.7
9.008,2020-04-10,Любовь Свадьба Повтор,5.7
19.342,2013-09-08,Зелёный ад,5.7
13.872,1994-12-08,Зона приземления,5.7
13.912,2019-06-10,Playmobil: Фильм,5.7
12.526,2008-01-11,Первое воскресенье,5.7
12.615,2008-10-09,Развлечение,5.7
13.683,1992-06-30,Бумеранг,5.7
6.62,2009-01-16,Комната убийств,5.7
11.287,2003-05-23,Тесть и теща,5.7
9.189,2013-01-21,Рыцари Крутого Мира,5.7
19.554,2015-05-21,Выживший,5.7
18.343,2016-07-21,Skiptrace,5.7
9.559,2013-05-16,Учитель английского языка,5.7
13.965,2019-01-04,Исчезновение,5.6
29.789,2009-10-01,Универсальный Солдат: Регенерация,5.6
10.832,1990-03-09,Джо против вулкана,5.6
6.667,2015-12-11,Американский герой,5.6
14.205,1996-08-02,Цепная реакция,5.6
45.174,2004-06-10,Гарфилд,5.6
13.934,2002-01-18,Снежные псы,5.6
9.615,2019-10-15,Перезагрузка Джея и Молчаливого Боба,5.6
11.53,2015-11-22,Высотка,5.6
11.968,2018-09-27,Адский фестиваль,5.6
13.628,2009-07-31,Пришельцы на чердаке,5.6
9.467,2002-09-20,Сестры Бангер,5.6
4.798,2021-04-28,Si vive una volta sola,5.6
10.198,1985-09-27,Вторжение в США.,5.6
6.662,2006-04-05,Жан-Филипп,5.6
12.013,1997-01-17,Ниндзя из Беверли-Хиллз,5.6
18.455,2011-02-25,Пропуск в зал,5.6
37.1,2009-12-21,Элвин и бурундуки: Продолжение истории,5.6
6.656,2013-10-02,Вулкан,5.6
12.712,2017-06-19,Ты меня понимаешь,5.6
9.47,2015-08-13,Z для Захарии,5.6
25.603,2014-03-07,Ной,5.6
20.386,2016-11-25,Корпоративная рождественская вечеринка,5.6
9.814,2014-09-12,Мисс Медоуз,5.6
10.605,2018-07-19,Клуб миллиардеров,5.6
10.385,2013-09-24,Бегун Бегун,5.6
23.727,2010-12-21,Литтл Фоккерс,5.6
7.476,2007-10-12,Вечеринка убийств,5.6
16.853,2003-11-25,Дом с привидениями,5.6
12.154,2000-02-25,Оленьи игры,5.6
45.221,2018-09-05,Хищник,5.6
37.736,2015-01-14,Wild Card,5.6
19.259,2015-03-10,Человек с железными кулаками 2,5.6
7.423,2017-04-28,Голос из камня,5.6
12.666,2005-12-22,Поговаривают...,5.6
12.636,2013-09-19,Диана,5.6
12.389,1996-09-06,Пуленепробиваемый,5.6
11.008,2018-12-06,В ткани,5.6
6.432,2017-11-02,Non c'è campo,5.6
12.08,2015-11-06,Священная святыня,5.6
13.656,1997-11-26,Флаббер,5.6
42.037,2018-08-10,Мегалодон,5.6
14.607,2015-07-16,Что-то прекрасное,5.6
14.365,1994-02-11,Побег,5.6
13.324,2019-12-06,Травматологический центр,5.6
13.509,2017-08-08,Маленькое Зло,5.6
11.037,2015-04-10,Убей меня три раза,5.6
8.8,2010-10-06,Кабум,5.6
10.795,2019-03-01,Дыра в земле,5.6
20.866,2020-06-12,Артемис Фаул,5.6
18.934,2010-10-21,Сезон 3 открытий,5.6
12.352,2010-08-27,Последнее изгнание дьявола,5.6
89.491,2009-10-20,Поворот не туда 3: Брошен на произвол судьбы,5.6
16.241,1996-09-13,Максимальный риск,5.6
15.392,2006-09-15,Черная георгина,5.6
9.016,2007-05-01,Повезло тебе,5.6
9.719,2019-05-24,Сибилла,5.6
24.103,2021-04-09,Громовая Сила,5.6
13.963,1996-06-26,Сумасшедший профессор,5.6
15.841,2019-03-15,Порабощенное государство,5.6
12.784,2012-11-29,Игра на выживание,5.6
18.676,2003-07-02,"Блондинка в законе 2: Красное, белое и блондинка",5.6
11.354,2018-07-27,Наш дом,5.6
16.987,2018-03-15,Шерлок Гномы,5.6
7.48,2020-09-02,Уроды – вы одни из нас,5.6
6.957,2013-10-17,Огромный паук!,5.6
8.481,2017-12-08,Рождество на Эль Камино,5.6
7.979,1982-09-10,Резня на вечеринке с ночевкой,5.6
5.888,2013-12-19,Indovina chi viene a Natale?,5.6
12.641,2008-02-28,Полупрофессионал,5.6
9.297,2007-01-21,Джошуа,5.6
12.267,2016-11-11,Приди и найди меня,5.6
13.336,1992-07-24,Баффи — истребительница вампиров,5.6
10.263,2019-05-03,Увидимся вчера,5.6
9.54,2014-10-12,Серена,5.6
10.36,2011-03-16,Задержание,5.6
12.639,2017-06-29,Дом,5.6
8.695,2013-03-21,Допуск,5.6
13.427,2014-03-25,Вечер для мам,5.6
31.872,2016-02-25,Боги Египта,5.6
20.022,2010-12-17,Йоги Медведь,5.6
22.748,1993-01-08,Лепрекон,5.6
8.667,1995-04-21,Поцелуй смерти,5.6
15.428,1980-08-15,Смоки и Бандит 2,5.6
11.68,2008-04-11,Патология,5.6
13.957,2002-01-04,Д-Токс,5.6
43.276,2007-12-10,«Американский пирог» представляет: Бета-хаус,5.6
11.705,2012-05-22,На дороге,5.6
18.287,2001-03-13,Выходные раны,5.6
11.967,1999-02-11,Мой любимый марсианин,5.6
38.966,2020-10-25,Скайлайнс,5.6
15.472,2019-06-14,Дочь Волка,5.6
8.493,2004-02-06,Поймай этого ребёнка,5.6
20.308,2017-07-07,Загадай желание,5.6
8.294,1996-06-07,Стоматолог,5.6
9.673,2016-02-05,Неправомерное поведение,5.6
6.261,2014-11-27,Ogni maledetto Natale,5.6
31.941,2009-08-26,Пункт назначения,5.6
18.734,2020-08-20,Негодяй,5.6
9.139,1992-09-18,Капитан Рон,5.6
10.383,2001-03-08,Перестань уже,5.6
20.395,2020-10-22,Труп,5.6
11.536,2016-02-03,Семья Туче: Американская мечта,5.6
10.084,2014-10-17,Ночь была темной,5.6
19.891,2012-08-09,Проект «Динозавры»,5.6
33.813,1998-05-20,Годзилла,5.6
7.047,2013-11-06,Случай с тобой,5.6
12.483,2013-03-14,Невероятный Берт Уандерстоун,5.6
8.881,2012-10-24,Веселый размер,5.6
9.595,2015-02-08,Рыцарь Кубков,5.6
18.306,2007-04-19,Последний легион,5.6
19.649,2019-12-06,Гранд-Айл,5.6
15.102,2009-07-08,Бруно,5.6
8.799,1990-08-24,Дорожные работы,5.6
25.545,2005-11-30,Поток Эона,5.6
8.644,1999-12-07,К-911,5.6
8.19,2007-01-25,Глава 27,5.6
15.154,2017-04-27,Распятие,5.6
14.663,2004-02-17,Признания королевы подростковой драмы,5.6
13.495,2014-03-28,Саботаж,5.6
11.955,2006-07-13,"Ты, я и Дюпри",5.6
17.968,2018-03-07,Незнакомцы: Добыча в ночи,5.6
14.543,1989-10-27,Шокер,5.6
39.75,2007-02-08,Норбит,5.6
7.736,2008-04-28,"Война, Инк.",5.6
10.702,2011-04-08,Артур,5.6
14.282,1999-10-29,Дом на холме с привидениями,5.6
18.98,2005-01-20,Мы уже приехали?,5.6
25.178,2007-06-13,Фантастическая четвёрка: Восстание Серебряного Сёрфера,5.6
6.832,2014-06-27,Они объединились,5.6
14.763,2010-10-07,Animals United,5.6
12.421,2020-01-27,Девушка-лошадь,5.6
22.105,2018-02-04,Парадокс Кловерфилда,5.6
29.876,2013-03-27,G.I. Joe: Возмездие,5.6
10.609,2005-05-05,Американский призрак,5.6
19.29,2012-09-14,Разносчик газет,5.6
12.04,2009-09-17,Коробка,5.6
16.578,1996-06-28,Стриптиз,5.6
11.063,2006-07-20,Женщина в воде,5.6
52.086,2022-02-17,Горстка мести,5.6
7.648,2018-06-27,Будапешт,5.6
11.7,2001-04-10,Джо Дирт,5.6
16.655,1997-07-15,Джордж из джунглей,5.6
8.96,2019-10-25,Двойные убийства: Молчание Белого города,5.6
16.124,2013-09-12,Мачете убивает,5.6
13.673,2004-01-02,Дрожь земли 4: Начало легенды,5.6
14.407,2005-07-08,Темная вода,5.6
7.445,2018-09-07,Когда ангелы спят,5.6
4.692,2017-03-30,Класс Z,5.6
19.789,2008-12-10,"День, когда Земля остановилась",5.6
9.649,2019-03-21,Пляжный бездельник,5.6
9.745,2012-12-19,"Путешествие, вызывающее чувство вины",5.6
11.838,1999-08-26,Жена астронавта,5.6
14.584,2017-06-20,Глубина 12 футов,5.6
10.271,2016-09-28,Щедрый ворчун!,5.6
12.234,2012-08-05,Правда или вызов,5.6
10.4,1996-01-26,Синдром Стендаля,5.6
14.283,2003-08-15,Медальон,5.6
28.348,2002-08-07,«Дети-шпионы 2: Остров потерянных снов»,5.6
14.216,2021-10-08,Поместье,5.6
19.394,2020-07-23,Аренда,5.6
29.985,2018-09-07,Редкон-1,5.6
31.087,2011-07-29,Ковбои и пришельцы,5.6
9.441,2007-10-03,Вернуться в Дом на холме с привидениями,5.6
13.247,2017-03-16,Месть: история любви,5.6
9.332,1992-08-28,Медовый месяц в Вегасе,5.6
5.024,2017-02-08,Один,5.6
21.344,2011-05-16,Плохой учитель,5.6
12.082,2005-01-07,Белый шум,5.6
12.678,2016-04-14,Я — гнев,5.6
18.372,1994-04-07,Лепрекон 2,5.6
7.743,2006-02-12,Ночной Слушатель,5.6
9.104,2004-08-20,Без весла,5.6
11.493,2018-02-23,Немой,5.6
10.727,2015-11-12,У моря,5.6
12.361,2012-12-15,По другую сторону железной дороги,5.6
8.766,2008-02-22,Дневник мертвых,5.6
16.188,2008-08-20,Вавилон н.э.,5.6
12.546,2017-11-24,Излеченные,5.6
20.715,1989-04-07,Киборг,5.6
11.942,1990-12-21,Костер тщеславий,5.6
18.865,2016-05-13,Команда убийства,5.6
11.145,2017-05-26,Военная машина,5.6
14.834,2011-12-09,Няня,5.6
13.356,1996-05-17,Флиппер,5.6
12.043,2010-02-26,Отговориться,5.6
13.25,2018-10-31,Правила скотобойни,5.6
12.475,2008-03-07,Поездка в колледж,5.6
8.68,2005-06-12,Последние дни,5.6
15.375,2020-01-31,Ритм-секция,5.6
16.426,2007-02-10,Такси 4,5.6
8.382,2015-10-22,Джем и голограммы,5.6
11.22,2015-10-01,Регрессия,5.6
13.377,2013-10-03,А.С.О.Д.,5.6
10.056,2003-03-21,Вид сверху,5.6
25.419,2021-04-16,Победа,5.6
4.491,2016-01-28,L'abbiamo fatta grossa,5.6
8.507,1986-04-02,Психо III,5.6
131.679,2022-10-10,Гримкатти,5.6
10.007,2015-06-05,Мы всё ещё здесь.,5.6
18.84,1992-07-10,Крутой мир,5.6
24.682,1998-11-25,Бэйб: Поросёнок в городе,5.6
4.479,2014-10-23,Мыльная опера,5.6
15.617,2011-01-12,Зелёный Шершень,5.6
13.681,1989-02-10,Муха II,5.6
6.704,2013-10-17,Проклятые,5.6
7.902,2011-09-09,Апельсины,5.6
16.382,2013-01-31,Пуля в голову,5.6
14.67,2010-10-18,Зеркала 2,5.6
20.777,2004-10-06,Такси,5.6
17.737,2006-06-06,Знамение,5.6
23.739,2014-10-31,[REC]⁴ Апокалипсис,5.6
5.788,1995-12-15,Дикари,5.6
11.88,1992-03-05,Человек-газонокосилка,5.6
26.028,2002-04-18,Царь Скорпионов,5.5
17.146,2018-05-10,Терминал,5.5
15.227,2003-03-21,Ловец снов,5.5
15.374,2012-10-04,Универсальный солдат: День расплаты,5.5
10.454,2010-10-08,"Моя душа, которую я заберу",5.5
16.306,2021-02-05,Блаженство,5.5
13.808,2013-06-01,12 раундов 2: Перезагрузка,5.5
13.114,2004-02-27,Искаженный,5.5
19.851,2012-07-26,Часы,5.5
6.25,1999-10-01,Тифоси,5.5
11.803,2003-01-24,Наступает тьма,5.5
21.849,2018-11-29,Одержимость Ханной Грейс,5.5
10.613,2017-01-22,Король Польки,5.5
35.476,2014-11-12,Тупой и ещё тупее 2,5.5
19.369,2021-09-24,В вашем доме кто-то есть,5.5
8.024,2021-01-01,COVID-21: Смертельный вирус,5.5
12.738,2016-06-10,Столкновение,5.5
30.242,2011-02-16,"Большие Мамочки: Как отец, так и сын",5.5
8.289,2003-04-04,За пределами Реаниматора,5.5
32.017,2021-06-03,«Неудачники»,5.5
19.573,2017-09-14,Кожаное Лицо,5.5
19.032,2007-06-09,Эван Всемогущий,5.5
6.647,2011-10-14,Отступление,5.5
9.602,2006-04-26,Кемпинг,5.5
7.008,2014-10-29,Кубик,5.5
7.456,2004-08-27,Подозреваемый номер ноль,5.5
23.25,2020-01-01,Обида,5.5
8.296,1996-02-02,Присяжный,5.5
12.673,2016-01-22,Иерусалим,5.5
24.285,2006-03-06,Дикая природа,5.5
36.511,2019-04-10,Хеллбой,5.5
9.249,2006-09-11,Заброшенный,5.5
12.664,2009-12-03,Девять,5.5
13.441,1985-11-22,Копи царя Соломона,5.5
10.083,2012-01-26,Один за деньги,5.5
10.995,2018-04-20,Чувак,5.5
10.378,2014-03-17,Существует,5.5
14.958,1993-12-14,Вторая симфония Бетховена,5.5
14.267,2019-08-28,Легкодоступная девушка,5.5
14.168,2018-04-06,Вращающийся человек,5.5
16.925,2015-10-06,Дрожь 5: Родословные,5.5
11.63,1996-07-26,Квартира Джо,5.5
10.427,2016-01-07,Запрос в друзья,5.5
10.265,2008-02-01,Над её мёртвым телом,5.5
23.307,1995-09-22,Шоугёрлз,5.5
18.797,2006-09-08,Завет,5.5
19.389,2014-10-22,Удалил из друзей,5.5
22.683,2005-11-03,Монахиня,5.5
10.362,1987-05-14,Дом II: Второй этаж,5.5
11.61,2013-02-08,Я даю этому год,5.5
9.291,2009-09-09,Ряд женских студенческих общежитий,5.5
15.245,2019-09-20,В высокой траве,5.5
33.123,2017-07-23,Фильм «Эмодзи»,5.5
